"relationship","weekly_less_than_20","weekly_20_39","weekly_40_or_more","yearly_less_than_2","yearly_2_4","yearly_5_9","yearly_10_24","yearly_25_or_more"
"Parent of recipient","39.80","19.40","41.80","7.90","16.40","30.80","35.40","9.20"
